config_name,steps,frequency,execution_time,steps_per_second,energy_conservation,frequency_stability,glr_corrections,nrci_score
Standard_50,50,3.14159,0.009920120239257812,11327.384681862375,True,True,9,0.999975000079362
Standard_100,100,3.14159,0.009473085403442383,11775.798753439272,True,True,9,0.9999838000672012
Standard_200,200,3.14159,0.009171009063720703,12061.262401150252,True,True,9,0.9999758001056026
Freq_Variant_1,100,3.1416,0.010097980499267578,11070.562462058226,True,True,9,0.9999806000697613
Freq_Variant_2,100,3.14158,0.009061098098754883,12243.28332068422,True,True,9,0.9999758000928024
Coherence_Test,100,3.14159,0.009580135345458984,11644.375347029429,True,True,9,0.9999758001056026
